0    0.41359        0.0940754
1    1.13774        0.0793035
2    1.1778         0.0892875
3    1.17541        0.0950954
4    1.18472        0.100524
5    1.19553        0.105016
6    1.17881        0.105436
7    1.16669        0.0971164
8    1.14156        0.0926713
9    1.11759        0.0899608
10   1.12566        0.0889144
11   1.14031        0.0821911
12   1.15293        0.0801575
13   1.17769        0.0780427
14   1.17639        0.0760121
15   1.15438        0.0698724
16   0.365321       0.0740269
