0    -0.625175      0.0106167
1    0.619283       0.0050067
2    0.558909       0.010118
3    0.55034        0.00782364
4    0.495817       0.00851063
5    0.48631        0.007188
6    0.456991       0.0142432
7    0.469533       0.0138267
8    0.451746       0.00836179
9    0.441601       0.0137619
10   0.477363       0.0148258
11   0.403352       0.032173
12   0.412733       0.0412106
13   0.419918       0.0321726
14   0.400714       0.0420739
15   0.348356       0.0769901
16   0.422238       0.0507333
17   0.324083       0.0641509
18   0.420728       0.171792
19   0.536907       0.177931
20   0.603092       0.449713
21   -1000            -1000
22   -1000            -1000
23   -1000            -1000
24   -0.363056      1.81816
25   -0.674356      0.254674
26   1.04344        0.662443
27   0.293973       1.08475
28   0.687158       1.14557
29   -1000            -1000
30   -0.28811       1.51361
31   -1000            -1000
32   0.999972       0.929717
33   -0.134003      1.17826
34   0.0670989      0.687333
35   1.27743        1.48778
36   -1.09621       1.39458
37   0.599194       0.682293
38   -1000            -1000
39   -1000            -1000
40   -1000            -1000
41   0.332899       0.443465
42   -0.324197      0.600966
43   0.270757       0.501429
44   -1000            -1000
45   -1000            -1000
46   0.507807       0.84125
47   -1000            -1000
48   -1000            -1000
49   -1000            -1000
50   -0.205943      0.908612
51   -0.461056      0.803402
52   0.183005       0.111631
53   -0.101904      0.376339
54   -0.247759      0.327843
55   0.748099       0.731536
56   -0.440029      0.430053
57   -0.0421227     0.36778
58   0.258162       0.228402
59   -0.357268      0.485215
60   -0.0924032     0.174628
61   0.239348       0.206165
62   0.029024       0.260278
63   -0.017787      0.287622
64   0.102786       0.253518
65   -0.0100891     0.360999
66   -0.00883771    0.267137
67   0.549261       0.519699
68   0.0898121      0.861779
69   -1000            -1000
70   -1000            -1000
71   0.272047       0.934008
72   -0.623955      1.08763
73   -0.464096      0.475053
74   0.534456       0.46794
75   -0.495096      0.208953
76   -0.307818      0.351847
77   0.605129       0.462985
78   -1000            -1000
79   -1000            -1000
80   -1000            -1000
81   -0.545674      0.82087
82   -0.112908      0.74265
83   -0.260389      0.679302
84   0.130573       0.822478
85   -1000            -1000
86   -1000            -1000
87   -1000            -1000
88   -1000            -1000
89   -0.9799        2.11423
90   -1000            -1000
91   -1000            -1000
92   -1000            -1000
93   -0.018963      0.439973
94   -1.21549       2.03202
95   0.13006        0.658004
96   0.230986       0.763831
97   -1000            -1000
98   -1000            -1000
99   -0.378357      2.85685
100  -1000            -1000
101  -1000            -1000
102  -1000            -1000
103  -0.165386      0.96008
104  -0.660428      0.535708
105  0.199961       0.949685
106  0.708069       0.813375
107  -1000            -1000
108  -0.31932       0.750993
109  -1000            -1000
110  0.433223       2.95484
111  -1000            -1000
112  -1000            -1000
113  -1000            -1000
114  -1000            -1000
115  -0.392796      0.708007
116  -0.604022      0.4219
117  -0.757996      0.200411
118  -0.589822      0.150003
119  -0.540601      0.138473
120  -0.732279      0.0490496
121  -0.65781       0.0749056
122  -0.747744      0.0287171
123  -0.694984      0.0361051
124  -0.767733      0.0150081
125  -0.812712      0.00970738
126  -0.878767      0.0111681
127  -0.513073      0.0267306
