0    -0.611619      0.0069456
1    0.63093        0.00491929
2    0.565927       0.00715853
3    0.504811       0.00359945
4    0.490296       0.00528511
5    0.478639       0.00607355
6    0.479994       0.00667702
7    0.470739       0.00644951
8    0.461266       0.0104786
9    0.470299       0.0104656
10   0.460682       0.0141149
11   0.467085       0.0134952
12   0.481971       0.0311315
13   0.457795       0.0459345
14   0.38067        0.0322855
15   0.426602       0.0483619
16   0.418802       0.0742675
17   0.283705       0.0747783
18   0.258088       0.050966
19   0.251813       0.062364
20   0.209345       0.113613
21   0.448994       0.103953
22   0.408406       0.118107
23   0.910622       0.505013
24   0.250044       0.456323
25   0.933192       1.57539
26   0.401928       2.71666
27   -1000            -1000
28   -1000            -1000
29   -1000            -1000
30   -1000            -1000
31   -1000            -1000
32   -1000            -1000
33   -1000            -1000
34   -1000            -1000
35   0.645238       1.43985
36   -1000            -1000
37   -1000            -1000
38   -1000            -1000
39   0.218971       0.975123
40   -0.353197      3.065
41   -1000            -1000
42   -1000            -1000
43   -1000            -1000
44   -1000            -1000
45   -1000            -1000
46   -1000            -1000
47   -1000            -1000
48   -1000            -1000
49   -0.178125      0.556057
50   -1000            -1000
51   -1000            -1000
52   -1000            -1000
53   0.79865        1.09322
54   -1.13333       1.51988
55   0.831507       1.19434
56   -1.06819       1.22203
57   0.565874       0.426936
58   0.377596       1.28386
59   -1000            -1000
60   -1000            -1000
61   -1000            -1000
62   0.142474       0.50705
63   -1000            -1000
64   -1000            -1000
65   -1000            -1000
66   -1000            -1000
67   -1000            -1000
68   -1000            -1000
69   -1000            -1000
70   -1000            -1000
71   -1000            -1000
72   -1000            -1000
73   -1000            -1000
74   -1.09548       3.46383
75   -0.51733       0.48129
76   0.188535       0.531493
77   0.192702       0.584083
78   -0.044881      0.549738
79   -0.132535      0.72911
80   -0.132518      0.616203
81   -1000            -1000
82   -1000            -1000
83   -0.102868      0.42807
84   -0.255399      0.341136
85   0.102964       0.542636
86   0.117035       0.507065
87   -1000            -1000
88   -1000            -1000
89   -1000            -1000
90   -0.430101      0.514412
91   -1000            -1000
92   -0.161499      1.55164
93   -1000            -1000
94   -1000            -1000
95   -1000            -1000
96   -1000            -1000
97   0.692943       1.852
98   -1000            -1000
99   -0.202358      1.11716
100  -0.35698       0.570196
101  -1000            -1000
102  -1000            -1000
103  -1000            -1000
104  0.0485542      0.246233
105  -1000            -1000
106  -1000            -1000
107  -1000            -1000
108  -1000            -1000
109  -1000            -1000
110  -1000            -1000
111  -1000            -1000
112  -1000            -1000
113  -1000            -1000
114  -0.754571      0.719939
115  -0.345759      0.257534
116  -0.399389      0.257369
117  -0.547024      0.19579
118  -0.6479        0.098618
119  -0.588677      0.126884
120  -0.673195      0.0610869
121  -0.659602      0.0456923
122  -0.681001      0.0208579
123  -0.725795      0.0159616
124  -0.760007      0.00810523
125  -0.819458      0.00931938
126  -0.875826      0.00657681
127  -0.551266      0.0133977
