 44  +0 +0 +0 -.16061248154875E-11
 45  +0 +0 +0 -.13145806717775E-11
 46  +0 +0 +0 -.51791232427500E-12
 47  +0 +0 +0 -.18902432145250E-12
 48  +0 +0 +0 +.75533224547125E-12
 49  +0 +0 +0 +.10769890329578E-11
 50  +0 +0 +0 -.14439995546281E-11
 51  +0 +0 +0 -.11198403501625E-11
 52  +0 +0 +0 -.31250440763213E-11
 53  +0 +0 +0 -.94369467143749E-12
 54  +0 +0 +0 -.30450383526813E-12
 55  +0 +0 +0 +.33829767650001E-12
 56  +0 +0 +0 -.24932690354375E-10
 57  +0 +0 +0 -.63196816213125E-10
 58  +0 +0 +0 -.26963463656250E-09
 59  +0 +0 +0 -.67445205423750E-09
 60  +0 +0 +0 -.14679896992250E-08
 61  +0 +0 +0 -.33923808776313E-08
 62  +0 +0 +0 -.92740019808562E-08
 63  +0 +0 +0 -.31115871703062E-07
  0  +0 +0 +0 +.28438727983746E-07
  1  +0 +0 +0 +.69897533813500E-07
  2  +0 +0 +0 +.30087464787425E-07
  3  +0 +0 +0 +.16278109538762E-07
  4  +0 +0 +0 +.10402840762950E-07
  5  +0 +0 +0 +.53218752791500E-08
  6  +0 +0 +0 +.36242346946856E-08
  7  +0 +0 +0 +.22324826520644E-08
  8  +0 +0 +0 +.12067548857100E-08
  9  +0 +0 +0 +.72173157241612E-09
 10  +0 +0 +0 +.50065176620769E-09
 11  +0 +0 +0 +.25826452145023E-09
 12  +0 +0 +0 +.19380443592492E-09
 13  +0 +0 +0 +.12217167830467E-09
 14  +0 +0 +0 +.10575388289013E-09
 15  +0 +0 +0 +.70390851778316E-10
 16  +0 +0 +0 +.38599349521720E-10
 17  +0 +0 +0 +.19429211501451E-10
 18  +0 +0 +0 +.85927190961312E-11
 19  +0 +0 +0 +.35187519674775E-11
 20  +0 +0 +0 +.28919461896681E-11
 21  +0 +0 +0 +.29114548350694E-11
 22  +0 +0 +0 +.13044077968850E-11
 23  +0 +0 +0 +.20160959792990E-11
 24  +0 +0 +0 +.90009401113875E-12
 25  +0 +0 +0 +.23966516561900E-12
 26  +0 +0 +0 -.84446794980563E-13
 27  +0 +0 +0 +.11780188036488E-12
 28  +0 +0 +0 +.30266993982112E-12
 29  +0 +0 +0 -.37139660276437E-13
 30  +0 +0 +0 +.40944323051056E-12
 31  +0 +0 +0 +.31777144938656E-12
 32  +0 +0 +0 +.34180750429125E-12
 33  +0 +0 +0 -.33112555324794E-12
 34  +0 +0 +0 +.15150534414313E-13
 35  +0 +0 +0 +.28669974628981E-12
 36  +0 +0 +0 +.54624026859313E-12
 37  +0 +0 +0 +.79497602579313E-12
 38  +0 +0 +0 +.10820484085353E-11
 39  +0 +0 +0 +.15939361698503E-11
 40  +0 +0 +0 +.20319020987375E-11
 41  +0 +0 +0 +.18342451118335E-11
 42  +0 +0 +0 +.20292866293425E-11
 43  +0 +0 +0 +.16779506682319E-11
 44  +0 +0 +0 +.24827631847394E-11
 45  +0 +0 +0 +.26074602741037E-11
 46  +0 +0 +0 +.41217343019562E-11
 47  +0 +0 +0 +.96376388826431E-11
 48  +0 +0 +0 +.12569066481620E-10
 49  +0 +0 +0 +.82036651352288E-11
 50  +0 +0 +0 +.89397994961875E-12
 51  +0 +0 +0 -.13852528373750E-12
 52  +0 +0 +0 +.73493234600750E-11
 53  +0 +0 +0 +.85241245543562E-11
 54  +0 +0 +0 -.17943391981251E-12
 55  +0 +0 +0 -.16098338651375E-10
 56  +0 +0 +0 -.57742445725000E-11
 57  +0 +0 +0 -.41205255446875E-10
 58  +0 +0 +0 -.14453602278938E-09
 59  +0 +0 +0 -.32786459031250E-09
 60  +0 +0 +0 -.11302674459625E-08
 61  +0 +0 +0 -.23133987062625E-08
 62  +0 +0 +0 -.69927229004500E-08
 63  +0 +0 +0 -.24472800033000E-07
  0  +0 +0 +0 +.30496175955737E-07
  1  +0 +0 +0 +.66173569290125E-07
  2  +0 +0 +0 +.28181024055738E-07
  3  +0 +0 +0 +.16290909968731E-07
  4  +0 +0 +0 +.91300602260875E-08
  5  +0 +0 +0 +.43373510971494E-08
  6  +0 +0 +0 +.26301400092763E-08
  7  +0 +0 +0 +.13685947518906E-08
  8  +0 +0 +0 +.80716343624581E-09
  9  +0 +0 +0 +.53322246117512E-09
 10  +0 +0 +0 +.33087859222191E-09
 11  +0 +0 +0 +.16936895558169E-09
 12  +0 +0 +0 +.14085983826834E-09
 13  +0 +0 +0 +.56894840609819E-10
 14  +0 +0 +0 +.29624101274183E-10
 15  +0 +0 +0 +.17947440404847E-10
 16  +0 +0 +0 +.19397649617822E-10
 17  +0 +0 +0 +.14264760730294E-10
 18  +0 +0 +0 +.14899084251357E-10
 19  +0 +0 +0 +.75163637855025E-11
 20  +0 +0 +0 +.15949366804650E-11
 21  +0 +0 +0 +.16131638557019E-11
 22  +0 +0 +0 +.19483091671938E-11
 23  +0 +0 +0 +.26152652143646E-11
 24  +0 +0 +0 +.11987467694831E-11
 25  +0 +0 +0 +.11835812503119E-11
 26  +0 +0 +0 +.20941902037269E-11
 27  +0 +0 +0 +.12506400974937E-11
 28  +0 +0 +0 +.68753837597563E-12
 29  +0 +0 +0 +.27578575660406E-12
 30  +0 +0 +0 +.56098486158781E-12
 31  +0 +0 +0 +.56568358137243E-12
 32  +0 +0 +0 +.12394628750250E-12
 33  +0 +0 +0 -.23748036966243E-12
 34  +0 +0 +0 +.10372285232656E-12
 35  +0 +0 +0 -.69726242742812E-13
 36  +0 +0 +0 +.20720548747062E-12
 37  +0 +0 +0 +.33903035480116E-12
 38  +0 +0 +0 +.15306777938437E-12
 39  +0 +0 +0 -.27805998540687E-12
 40  +0 +0 +0 -.10089033900687E-12
 41  +0 +0 +0 -.50918754742291E-12
 42  +0 +0 +0 -.94840044136750E-12
 43  +0 +0 +0 -.15295295459768E-11
 44  +0 +0 +0 -.13765343297100E-11
 45  +0 +0 +0 -.39975354122250E-12
 46  +0 +0 +0 -.30691913155006E-12
 47  +0 +0 +0 -.64819854809812E-12
 48  +0 +0 +0 -.56445526336500E-12
 49  +0 +0 +0 -.34179172717969E-11
 50  +0 +0 +0 -.73308675474825E-11
 51  +0 +0 +0 -.12777551736644E-10
 52  +0 +0 +0 -.18331123633538E-10
 53  +0 +0 +0 -.12422994547438E-10
 54  +0 +0 +0 -.32453881727656E-10
 55  +0 +0 +0 -.61107140454875E-10
 56  +0 +0 +0 -.10837473089544E-09
 57  +0 +0 +0 -.15844703763438E-09
 58  +0 +0 +0 -.26324115412750E-09
 59  +0 +0 +0 -.57781298208688E-09
 60  +0 +0 +0 -.13519468431625E-08
 61  +0 +0 +0 -.28486544741812E-08
 62  +0 +0 +0 -.59757067915125E-08
 63  +0 +0 +0 -.22057899814625E-07
  0  +0 +0 +0 +.42284656843948E-07
  1  +0 +0 +0 +.93339874701875E-07
  2  +0 +0 +0 +.39463189656438E-07
  3  +0 +0 +0 +.18884196298481E-07
  4  +0 +0 +0 +.10122880757719E-07
  5  +0 +0 +0 +.62543462110937E-08
  6  +0 +0 +0 +.39168076346731E-08
  7  +0 +0 +0 +.28777005901206E-08
  8  +0 +0 +0 +.15217908839231E-08
  9  +0 +0 +0 +.96930399439125E-09
 10  +0 +0 +0 +.61436119380394E-09
 11  +0 +0 +0 +.40953132403449E-09
 12  +0 +0 +0 +.25293826583944E-09
 13  +0 +0 +0 +.17553166866841E-09
 14  +0 +0 +0 +.11127377068399E-09
 15  +0 +0 +0 +.90245172239050E-10
 16  +0 +0 +0 +.49794494259569E-10
 17  +0 +0 +0 +.31406047764446E-10
 18  +0 +0 +0 +.13423307107426E-10
 19  +0 +0 +0 +.60168476212581E-11
 20  +0 +0 +0 -.17888767591619E-11
 21  +0 +0 +0 -.32162927613637E-11
 22  +0 +0 +0 -.22226274005356E-11
 23  +0 +0 +0 -.22569165822781E-11
 24  +0 +0 +0 -.36456704038344E-11
 25  +0 +0 +0 -.15096369405489E-11
 26  +0 +0 +0 -.18523276920049E-11
 27  +0 +0 +0 -.12515770034841E-11
 28  +0 +0 +0 -.15159085877207E-11
 29  +0 +0 +0 -.57948208239906E-12
 30  +0 +0 +0 +.12047792859362E-12
 31  +0 +0 +0 +.76682976336250E-13
 32  +0 +0 +0 -.88647724817875E-12
 33  +0 +0 +0 -.75431001450875E-12
 34  +0 +0 +0 -.75339000433250E-12
 35  +0 +0 +0 -.61447917636219E-12
 36  +0 +0 +0 -.49804634646681E-12
 37  +0 +0 +0 -.46997046549969E-12
 38  +0 +0 +0 +.70069001028513E-12
 39  +0 +0 +0 +.97460075077106E-12
 40  +0 +0 +0 +.66765805357688E-12
 41  +0 +0 +0 +.54408762658062E-12
 42  +0 +0 +0 -.19163816528563E-12
 43  +0 +0 +0 +.39795393023750E-13
 44  +0 +0 +0 +.38715194340062E-12
 45  +0 +0 +0 +.17051156832294E-11
 46  +0 +0 +0 +.19475835369867E-11
 47  +0 +0 +0 -.95387807104377E-13
 48  +0 +0 +0 -.68563354674687E-11
 49  +0 +0 +0 -.67655282896625E-11
 50  +0 +0 +0 -.66066183663688E-11
 51  +0 +0 +0 -.47587696578375E-11
 52  +0 +0 +0 -.42021598331251E-12
 53  +0 +0 +0 -.10726328242625E-11
 54  +0 +0 +0 +.80640935426875E-11
 55  +0 +0 +0 +.23020502778750E-10
 56  +0 +0 +0 +.25611477369375E-10
 57  +0 +0 +0 -.88079924504375E-10
 58  +0 +0 +0 -.18699842353937E-09
 59  +0 +0 +0 -.62845072228125E-09
 60  +0 +0 +0 -.11882823636813E-08
 61  +0 +0 +0 -.29254860147813E-08
 62  +0 +0 +0 -.83319800781875E-08
 63  +0 +0 +0 -.28435684624625E-07
  0  +0 +0 +0 +.18345504132508E-07
  1  +0 +0 +0 +.57419612670938E-07
  2  +0 +0 +0 +.25973785791194E-07
  3  +0 +0 +0 +.14274322237850E-07
  4  +0 +0 +0 +.85689277119875E-08
  5  +0 +0 +0 +.50614736162750E-08
  6  +0 +0 +0 +.28803700240619E-08
  7  +0 +0 +0 +.17144681080156E-08
  8  +0 +0 +0 +.11361503914925E-08
  9  +0 +0 +0 +.73970277344937E-09
 10  +0 +0 +0 +.53456396984000E-09
 11  +0 +0 +0 +.32091661348725E-09
 12  +0 +0 +0 +.18580591708409E-09
 13  +0 +0 +0 +.11764410379875E-09
 14  +0 +0 +0 +.69943693898312E-10
 15  +0 +0 +0 +.37381837915675E-10
 16  +0 +0 +0 +.28129095530624E-10
 17  +0 +0 +0 +.15281934706806E-10
 18  +0 +0 +0 +.72734079077887E-11
 19  +0 +0 +0 +.39405102288119E-11
 20  +0 +0 +0 +.29531644314179E-11
 21  +0 +0 +0 +.33924883796706E-11
 22  +0 +0 +0 +.27000259075563E-11
 23  +0 +0 +0 +.17183294001852E-11
 24  +0 +0 +0 +.11451749412493E-11
 25  +0 +0 +0 +.95513790746831E-12
 26  +0 +0 +0 +.43931535478876E-12
 27  +0 +0 +0 -.19738549610862E-13
 28  +0 +0 +0 -.30880806040679E-12
 29  +0 +0 +0 -.39349070151470E-12
 30  +0 +0 +0 -.58196423397909E-12
 31  +0 +0 +0 -.38918946223548E-12
 32  +0 +0 +0 +.20157875819512E-12
 33  +0 +0 +0 +.36293262916002E-12
 34  +0 +0 +0 +.24095728725534E-12
 35  +0 +0 +0 +.15319050141055E-12
 36  +0 +0 +0 -.10430618515004E-12
 37  +0 +0 +0 -.45345293066399E-12
 38  +0 +0 +0 -.30962050240474E-12
 39  +0 +0 +0 -.49235735722581E-12
 40  +0 +0 +0 -.68309525274925E-12
 41  +0 +0 +0 -.46608140056731E-12
 42  +0 +0 +0 -.49413688996250E-12
 43  +0 +0 +0 -.36305766603188E-12
 44  +0 +0 +0 -.48145652187850E-13
 45  +0 +0 +0 +.12045855315958E-12
 46  +0 +0 +0 +.25989150653250E-12
 47  +0 +0 +0 +.52055173233106E-12
 48  +0 +0 +0 +.18620088349244E-11
 49  +0 +0 +0 +.36322279009250E-11
 50  +0 +0 +0 +.25050994318125E-11
 51  +0 +0 +0 -.50041007825000E-12
 52  +0 +0 +0 -.82557207407125E-11
 53  +0 +0 +0 -.24187969064875E-10
 54  +0 +0 +0 -.56118850515000E-10
 55  +0 +0 +0 -.83236579186875E-10
 56  +0 +0 +0 -.10057877785875E-09
 57  +0 +0 +0 -.13853051477812E-09
 58  +0 +0 +0 -.27408838198062E-09
 59  +0 +0 +0 -.61379029942500E-09
 60  +0 +0 +0 -.13225456551625E-08
 61  +0 +0 +0 -.29592897259500E-08
 62  +0 +0 +0 -.72403122354313E-08
 63  +0 +0 +0 -.22821349205062E-07
  0  +0 +0 +0 +.31775826396673E-07
  1  +0 +0 +0 +.76076502626687E-07
  2  +0 +0 +0 +.31567593876300E-07
  3  +0 +0 +0 +.17356467929862E-07
  4  +0 +0 +0 +.77071211165938E-08
  5  +0 +0 +0 +.48065803848437E-08
  6  +0 +0 +0 +.24777999202825E-08
  7  +0 +0 +0 +.16257112328575E-08
  8  +0 +0 +0 +.92111107055044E-09
  9  +0 +0 +0 +.60389242213594E-09
 10  +0 +0 +0 +.32122533792125E-09
 11  +0 +0 +0 +.17481894880441E-09
 12  +0 +0 +0 +.12156422413887E-09
 13  +0 +0 +0 +.78479363442280E-10
 14  +0 +0 +0 +.41894745239437E-10
 15  +0 +0 +0 +.17602049761524E-10
 16  +0 +0 +0 -.33920252139019E-11
 17  +0 +0 +0 -.96513292132663E-11
 18  +0 +0 +0 -.70447480620987E-11
 19  +0 +0 +0 +.15772443898438E-12
 20  +0 +0 +0 -.71686414538000E-12
 21  +0 +0 +0 -.15876744770144E-11
 22  +0 +0 +0 -.16073162923394E-11
 23  +0 +0 +0 -.18496293755794E-11
 24  +0 +0 +0 -.59667596151500E-12
 25  +0 +0 +0 -.84760352009194E-12
 26  +0 +0 +0 -.25752389508513E-12
 27  +0 +0 +0 +.40830680860338E-12
 28  +0 +0 +0 +.55778943176797E-12
 29  +0 +0 +0 +.63234771088844E-12
 30  +0 +0 +0 +.57391834933226E-12
 31  +0 +0 +0 +.39246598489638E-12
 32  +0 +0 +0 -.35975048763725E-12
 33  +0 +0 +0 +.24652359266875E-13
 34  +0 +0 +0 +.40915564186988E-13
 35  +0 +0 +0 +.20571644577219E-12
 36  +0 +0 +0 +.10299793461953E-12
 37  +0 +0 +0 +.15944889718962E-12
 38  +0 +0 +0 +.85188340051125E-13
 39  +0 +0 +0 +.28628558907019E-12
 40  +0 +0 +0 +.44022421583375E-12
 41  +0 +0 +0 +.10556884087594E-11
 42  +0 +0 +0 +.11904775764756E-11
 43  +0 +0 +0 +.11207437094894E-11
 44  +0 +0 +0 +.22587124639562E-11
 45  +0 +0 +0 -.57946134233938E-12
 46  +0 +0 +0 +.59793140049625E-12
 47  +0 +0 +0 -.56631763046250E-13
 48  +0 +0 +0 -.43360886837894E-11
 49  +0 +0 +0 -.16328962432087E-11
 50  +0 +0 +0 -.72085142308000E-11
 51  +0 +0 +0 -.93146224692949E-11
 52  +0 +0 +0 -.12084534176531E-10
 53  +0 +0 +0 -.13128073513531E-10
 54  +0 +0 +0 -.70244865401250E-11
 55  +0 +0 +0 -.26303503349187E-10
 56  +0 +0 +0 -.63805622040813E-10
 57  +0 +0 +0 -.10541425856375E-09
 58  +0 +0 +0 -.19084846991125E-09
 59  +0 +0 +0 -.54741709246875E-09
 60  +0 +0 +0 -.10503549563813E-08
 61  +0 +0 +0 -.29340007442250E-08
 62  +0 +0 +0 -.71534878758250E-08
 63  +0 +0 +0 -.25436608458563E-07
  0  +0 +0 +0 +.75137939222413E-08
  1  +0 +0 +0 +.16429771888094E-07
  2  +0 +0 +0 +.71510681639437E-08
  3  +0 +0 +0 +.44480786858825E-08
  4  +0 +0 +0 +.25605288134156E-08
  5  +0 +0 +0 +.11956906267469E-08
  6  +0 +0 +0 +.91582588540094E-09
  7  +0 +0 +0 +.45409381171469E-09
  8  +0 +0 +0 +.24602882612496E-09
  9  +0 +0 +0 +.18101555077847E-09
 10  +0 +0 +0 +.11761860670168E-09
 11  +0 +0 +0 +.59578483394100E-10
 12  +0 +0 +0 +.26519022930069E-10
 13  +0 +0 +0 +.20128144157974E-10
 14  +0 +0 +0 +.98807809206256E-11
 15  +0 +0 +0 +.37522428864084E-11
 16  +0 +0 +0 +.21958679588569E-11
 17  +0 +0 +0 +.35552802763238E-11
 18  +0 +0 +0 +.30128404123701E-11
 19  +0 +0 +0 +.16859182053400E-11
 20  +0 +0 +0 +.12158141282839E-11
 21  +0 +0 +0 +.34683082541563E-12
 22  +0 +0 +0 +.18831041732993E-12
 23  +0 +0 +0 +.77800570646300E-13
 24  +0 +0 +0 -.14495944169375E-12
 25  +0 +0 +0 -.23662168128637E-12
 26  +0 +0 +0 -.20459118591706E-12
 27  +0 +0 +0 -.61835980946250E-13
 28  +0 +0 +0 -.12027077775462E-12
 29  +0 +0 +0 +.66177971084731E-13
 30  +0 +0 +0 +.14783032293399E-12
 31  +0 +0 +0 +.15720805823624E-12
 32  +0 +0 +0 +.23737793293000E-13
 33  +0 +0 +0 -.27645765754602E-12
 34  +0 +0 +0 -.32546095443937E-12
 35  +0 +0 +0 -.34455666238602E-12
 36  +0 +0 +0 -.23570676029313E-12
 37  +0 +0 +0 -.76855081941000E-13
 38  +0 +0 +0 +.38615445585813E-13
 39  +0 +0 +0 -.42874954115000E-14
 40  +0 +0 +0 +.24126682520112E-12
 41  +0 +0 +0 +.29076994581793E-12
 42  +0 +0 +0 +.42603833189193E-12
 43  +0 +0 +0 +.29648647089813E-12
 44  +0 +0 +0 -.55377288850500E-13
 45  +0 +0 +0 +.96133571200000E-14
 46  +0 +0 +0 +.50155086106238E-12
 47  +0 +0 +0 -.17479910939375E-12
 48  +0 +0 +0 -.24245940117219E-11
 49  +0 +0 +0 -.23995849303478E-11
 50  +0 +0 +0 -.24365743134869E-11
 51  +0 +0 +0 -.21687182718992E-11
 52  +0 +0 +0 -.13819324019437E-11
 53  +0 +0 +0 -.95963966987502E-13
 54  +0 +0 +0 +.20486079376188E-11
 55  +0 +0 +0 +.85313792973125E-12
 56  +0 +0 +0 -.84933775823375E-11
 57  +0 +0 +0 -.39605683504437E-10
 58  +0 +0 +0 -.13544984436156E-09
 59  +0 +0 +0 -.22204901065438E-09
 60  +0 +0 +0 -.55353808471437E-09
 61  +0 +0 +0 -.11443722261425E-08
 62  +0 +0 +0 -.20959106588813E-08
 63  +0 +0 +0 -.63190041382938E-08
  0  +0 +0 +0 +.44537222044418E-07
  1  +0 +0 +0 +.94014586637125E-07
  2  +0 +0 +0 +.36368111855269E-07
  3  +0 +0 +0 +.17191104985606E-07
  4  +0 +0 +0 +.10252677589137E-07
  5  +0 +0 +0 +.54171657336750E-08
  6  +0 +0 +0 +.36158784861800E-08
  7  +0 +0 +0 +.20844820836744E-08
  8  +0 +0 +0 +.11620741400556E-08
  9  +0 +0 +0 +.80352205191612E-09
 10  +0 +0 +0 +.42265564363375E-09
 11  +0 +0 +0 +.23358105704551E-09
 12  +0 +0 +0 +.99901585188598E-10
 13  +0 +0 +0 +.65554926588119E-10
 14  +0 +0 +0 +.28493693963293E-10
 15  +0 +0 +0 +.19248169581056E-10
 16  +0 +0 +0 +.33977933419325E-11
 17  +0 +0 +0 +.67216789659656E-11
 18  +0 +0 +0 +.63941884071213E-11
 19  +0 +0 +0 +.59180058387204E-11
 20  +0 +0 +0 +.45076505523712E-11
 21  +0 +0 +0 +.24788089999100E-11
 22  +0 +0 +0 +.23931095613256E-11
 23  +0 +0 +0 +.13760707269652E-11
 24  +0 +0 +0 +.11356740738187E-12
 25  +0 +0 +0 +.22254481013806E-12
 26  +0 +0 +0 +.74893425871686E-12
 27  +0 +0 +0 +.65980606679344E-12
 28  +0 +0 +0 +.28238422494612E-12
 29  +0 +0 +0 +.59607927065000E-13
 30  +0 +0 +0 +.16118961915100E-12
 31  +0 +0 +0 +.33378086731400E-12
