0    -0.615749      0.00562989
1    0.627341       0.00473714
2    0.563752       0.0052813
3    0.518725       0.00498338
4    0.491955       0.00537256
5    0.480929       0.00601693
6    0.473085       0.00665825
7    0.470369       0.00798699
8    0.458376       0.00761714
9    0.461436       0.0105741
10   0.465827       0.0131849
11   0.446938       0.0155809
12   0.458999       0.0232649
13   0.444609       0.0267718
14   0.387294       0.0278246
15   0.398754       0.0365941
16   0.419318       0.0511187
17   0.297653       0.0515845
18   0.309696       0.0642893
19   0.330296       0.0751567
20   0.287405       0.096087
21   0.511212       0.139686
22   0.404247       0.148182
23   0.738415       0.345592
24   0.143354       0.309192
25   0.0428415      0.330482
26   0.744834       0.725757
27   0.509615       0.966346
28   -1000            -1000
29   -1000            -1000
30   -1000            -1000
31   -1000            -1000
32   -1000            -1000
33   -0.932734      3.32576
34   -0.018885      0.593165
35   0.864043       2.24488
36   -0.333278      2.01467
37   -1000            -1000
38   0.381021       2.58335
39   -1000            -1000
40   -1.1348        2.23405
41   0.141574       0.455524
42   1.16985        1.94215
43   0.251357       1.80777
44   -1000            -1000
45   -1000            -1000
46   -1000            -1000
47   -1000            -1000
48   -1000            -1000
49   -0.331616      0.714723
50   0.610968       0.828625
51   -0.151184      0.900974
52   -1000            -1000
53   -1000            -1000
54   -1000            -1000
55   -1000            -1000
56   -1000            -1000
57   -1000            -1000
58   -1000            -1000
59   -1000            -1000
60   -0.374552      0.53088
61   -0.429616      0.38237
62   0.0840693      0.270267
63   0.319197       0.39663
64   0.227934       0.428159
65   0.409874       0.593858
66   -0.198115      0.673086
67   0.784421       1.23582
68   -1000            -1000
69   -1000            -1000
70   -1000            -1000
71   -1000            -1000
72   -1.22463       3.50288
73   -0.630025      0.732319
74   -0.00489839    0.438386
75   -0.501077      0.41944
76   -0.0455033     0.264117
77   0.367947       0.378442
78   0.319406       0.542717
79   0.710727       1.445
80   -0.0299877     1.31118
81   -1000            -1000
82   -1000            -1000
83   0.316749       2.99846
84   -0.858478      3.42089
85   -0.461297      1.14829
86   -1000            -1000
87   -1000            -1000
88   -1000            -1000
89   -1000            -1000
90   -1.05287       1.83384
91   -0.00166037    0.567311
92   -0.088927      0.621134
93   1.25241        3.7685
94   -1.7394        3.88759
95   0.554672       0.972431
96   -0.621591      0.913452
97   0.430056       0.97141
98   0.220916       1.48323
99   0.0337664      1.52195
100  -1.10717       2.13082
101  -1000            -1000
102  -1000            -1000
103  -1000            -1000
104  -1000            -1000
105  -1000            -1000
106  0.871431       2.62641
107  -1000            -1000
108  -1000            -1000
109  -1000            -1000
110  -1000            -1000
111  -1000            -1000
112  -0.22161       0.680369
113  -0.800402      0.808142
114  -0.663522      0.415165
115  -0.339037      0.23705
116  -0.446269      0.195356
117  -0.605631      0.154846
118  -0.628572      0.0799543
119  -0.57398       0.0728616
120  -0.69017       0.0467436
121  -0.658511      0.0334243
122  -0.701614      0.022588
123  -0.716043      0.0153107
124  -0.76241       0.0090581
125  -0.81735       0.00812327
126  -0.876731      0.00513956
127  -0.539525      0.0122266
